Category,City,Country,Customer ID,Customer Name,Discount,Market,记录数,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Region,Row ID,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Year,Market2,weeknum
Office Supplies,San Francisco,United States,TT-214604,Tonja Turnell,0.0,US,1,2014-12-19 00:00:00.000,CA-2014-158736,Low,OFF-AR-10002578,Newell 335,1.6704,2,West,39775,6,Home Office,2014-12-25 00:00:00.000,Standard Class,0.59,California,Art,2014,North America,51
Office Supplies,San Francisco,United States,GZ-144704,Gary Zandusky,0.0,US,1,2014-12-24 00:00:00.000,US-2014-123463,Critical,OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",5.9312,4,West,32179,13,Consumer,2014-12-24 00:00:00.000,Same Day,2.1,California,Art,2014,North America,52
Office Supplies,San Francisco,United States,KH-166904,Kristen Hastings,0.0,US,1,2014-12-29 00:00:00.000,CA-2014-163979,High,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,210.4936,4,West,31567,726,Corporate,2015-01-03 00:00:00.000,Second Class,156.45,California,Storage,2014,North America,53
Office Supplies,San Francisco,United States,NM-184454,Nathan Mautz,0.0,US,1,2011-04-23 00:00:00.000,CA-2011-111857,Medium,OFF-PA-10001878,Xerox 1891,22.9877,1,West,40586,49,Home Office,2011-04-26 00:00:00.000,Second Class,4.34,California,Paper,2011,North America,17
Office Supplies,San Francisco,United States,DS-130304,Darrin Sayre,0.0,US,1,2011-07-09 00:00:00.000,CA-2011-113271,Medium,OFF-PA-10002365,Xerox 1967,15.552,5,West,40542,32,Home Office,2011-07-14 00:00:00.000,Standard Class,2.14,California,Paper,2011,North America,28
Office Supplies,San Francisco,United States,RD-197204,Roger Demir,0.0,US,1,2011-07-20 00:00:00.000,CA-2011-157546,High,OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",10.7301,3,West,38526,23,Consumer,2011-07-22 00:00:00.000,First Class,6.37,California,Paper,2011,North America,30
Office Supplies,San Francisco,United States,BD-116054,Brian Dahlen,0.0,US,1,2011-08-15 00:00:00.000,US-2011-164406,High,OFF-PA-10000167,Xerox 1925,41.823,3,West,41120,93,Consumer,2011-08-19 00:00:00.000,Standard Class,9.38,California,Paper,2011,North America,34
Office Supplies,San Francisco,United States,HH-150104,Hilary Holden,0.0,US,1,2011-08-29 00:00:00.000,CA-2011-135699,Medium,OFF-PA-10004475,Xerox 1940,53.8608,2,West,32947,110,Corporate,2011-08-29 00:00:00.000,Same Day,6.2,California,Paper,2011,North America,36
Office Supplies,San Francisco,United States,HH-150104,Hilary Holden,0.0,US,1,2011-08-29 00:00:00.000,CA-2011-135699,Medium,OFF-PA-10003001,Xerox 1986,6.4128,2,West,32948,13,Corporate,2011-08-29 00:00:00.000,Same Day,2.21,California,Paper,2011,North America,36
Office Supplies,San Francisco,United States,ES-140204,Erica Smith,0.0,US,1,2011-09-20 00:00:00.000,CA-2011-156433,Medium,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",10.6428,4,West,32091,22,Consumer,2011-09-26 00:00:00.000,Standard Class,1.23,California,Paper,2011,North America,39
Office Supplies,San Francisco,United States,HF-149954,Herbert Flentye,0.0,US,1,2011-09-21 00:00:00.000,CA-2011-153969,High,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",9.4815,3,West,34463,19,Consumer,2011-09-25 00:00:00.000,Standard Class,2.46,California,Paper,2011,North America,39
Office Supplies,San Francisco,United States,HF-149954,Herbert Flentye,0.0,US,1,2011-09-21 00:00:00.000,CA-2011-153969,High,OFF-PA-10000327,Xerox 1971,17.334,9,West,34461,39,Consumer,2011-09-25 00:00:00.000,Standard Class,2.59,California,Paper,2011,North America,39
Office Supplies,San Francisco,United States,RP-192704,Rachel Payne,0.0,US,1,2011-10-19 00:00:00.000,CA-2011-155264,Medium,OFF-PA-10003228,Xerox 1917,68.9631,3,West,40636,147,Corporate,2011-10-22 00:00:00.000,Second Class,7.86,California,Paper,2011,North America,43
Office Supplies,San Francisco,United States,JP-155204,Jeremy Pistek,0.0,US,1,2011-11-09 00:00:00.000,CA-2011-144666,Critical,OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",28.819,7,West,31772,63,Consumer,2011-11-11 00:00:00.000,Second Class,21.97,California,Paper,2011,North America,46
Office Supplies,San Francisco,United States,JP-155204,Jeremy Pistek,0.0,US,1,2011-11-09 00:00:00.000,CA-2011-144666,Critical,OFF-PA-10003465,Xerox 1912,45.528,5,West,31773,95,Consumer,2011-11-11 00:00:00.000,Second Class,28.78,California,Paper,2011,North America,46
Office Supplies,San Francisco,United States,TS-212054,Thomas Seio,0.0,US,1,2011-11-17 00:00:00.000,CA-2011-140662,High,OFF-PA-10003395,Xerox 1941,352.296,7,West,34559,734,Corporate,2011-11-19 00:00:00.000,First Class,121.19,California,Paper,2011,North America,47
Office Supplies,San Francisco,United States,GR-145604,Georgia Rosenberg,0.0,US,1,2011-11-21 00:00:00.000,CA-2011-103401,Medium,OFF-PA-10003309,Xerox 211,6.2208,2,West,35795,13,Corporate,2011-11-26 00:00:00.000,Standard Class,0.67,California,Paper,2011,North America,48
Office Supplies,San Francisco,United States,SC-206804,Steve Carroll,0.0,US,1,2011-11-21 00:00:00.000,CA-2011-154781,Medium,OFF-PA-10001609,Tops Wirebound Message Log Books,3.0268,2,West,39036,7,Home Office,2011-11-26 00:00:00.000,Standard Class,0.25,California,Paper,2011,North America,48
Office Supplies,San Francisco,United States,LS-169754,Lindsay Shagiari,0.0,US,1,2011-11-26 00:00:00.000,US-2011-147648,Medium,OFF-PA-10001033,Xerox 1893,40.1702,2,West,36525,82,Home Office,2011-12-01 00:00:00.000,Standard Class,3.37,California,Paper,2011,North America,48
Office Supplies,San Francisco,United States,EH-140054,Erica Hernandez,0.0,US,1,2011-12-07 00:00:00.000,CA-2011-154592,Critical,OFF-PA-10000062,Green Bar Computer Printout Paper,80.7912,3,West,40241,165,Home Office,2011-12-08 00:00:00.000,First Class,61.23,California,Paper,2011,North America,50
Office Supplies,San Francisco,United States,CK-127604,Cyma Kinney,0.0,US,1,2011-12-09 00:00:00.000,CA-2011-104976,Medium,OFF-PA-10003845,Xerox 1987,16.9932,6,West,32185,35,Corporate,2011-12-16 00:00:00.000,Standard Class,2.88,California,Paper,2011,North America,50
Office Supplies,San Francisco,United States,JF-154904,Jeremy Farry,0.0,US,1,2011-12-27 00:00:00.000,US-2011-106334,Medium,OFF-PA-10003657,Xerox 1927,5.778,3,West,35850,13,Consumer,2012-01-02 00:00:00.000,Standard Class,0.98,California,Paper,2011,North America,53
Office Supplies,San Francisco,United States,AJ-107954,Anthony Johnson,0.0,US,1,2011-12-29 00:00:00.000,CA-2011-110786,High,OFF-PA-10000528,Xerox 1981,9.504,4,West,35335,21,Corporate,2012-01-02 00:00:00.000,Standard Class,2.5,California,Paper,2011,North America,53
Office Supplies,San Francisco,United States,GA-145154,George Ashbrook,0.0,US,1,2012-04-17 00:00:00.000,CA-2012-155306,High,OFF-PA-10001184,Xerox 1903,5.8604,2,West,34053,12,Consumer,2012-04-21 00:00:00.000,Standard Class,1.34,California,Paper,2012,North America,16
Office Supplies,San Francisco,United States,CS-125054,Cindy Stewart,0.0,US,1,2012-05-12 00:00:00.000,CA-2012-159380,Medium,OFF-PA-10004239,Xerox 1953,11.556,6,West,34101,26,Consumer,2012-05-16 00:00:00.000,Standard Class,0.58,California,Paper,2012,North America,19
Office Supplies,San Francisco,United States,CS-125054,Cindy Stewart,0.0,US,1,2012-05-12 00:00:00.000,CA-2012-159380,Medium,OFF-PA-10003893,Xerox 1962,5.778,3,West,34100,13,Consumer,2012-05-16 00:00:00.000,Standard Class,1.57,California,Paper,2012,North America,19
Office Supplies,San Francisco,United States,NZ-185654,Nick Zandusky,0.0,US,1,2012-08-21 00:00:00.000,CA-2012-144267,High,OFF-PA-10000157,Xerox 191,28.1718,3,West,32075,60,Home Office,2012-08-23 00:00:00.000,First Class,14.54,California,Paper,2012,North America,34
Office Supplies,San Francisco,United States,NZ-185654,Nick Zandusky,0.0,US,1,2012-08-21 00:00:00.000,CA-2012-144267,High,OFF-PA-10003657,Xerox 1927,1.926,1,West,32077,4,Home Office,2012-08-23 00:00:00.000,First Class,0.68,California,Paper,2012,North America,34
Office Supplies,San Francisco,United States,NZ-185654,Nick Zandusky,0.0,US,1,2012-08-21 00:00:00.000,CA-2012-144267,High,OFF-PA-10001947,Xerox 1974,11.7208,4,West,32076,24,Home Office,2012-08-23 00:00:00.000,First Class,3.28,California,Paper,2012,North America,34
Office Supplies,San Francisco,United States,RH-195104,Rick Huthwaite,0.0,US,1,2012-09-27 00:00:00.000,CA-2012-167255,High,OFF-PA-10002377,Xerox 1916,73.41,3,West,38256,147,Home Office,2012-09-29 00:00:00.000,Second Class,16.78,California,Paper,2012,North America,39
Office Supplies,San Francisco,United States,RH-195104,Rick Huthwaite,0.0,US,1,2012-09-27 00:00:00.000,CA-2012-167255,High,OFF-PA-10003441,Xerox 226,6.2208,2,West,38257,13,Home Office,2012-09-29 00:00:00.000,Second Class,1.41,California,Paper,2012,North America,39
Office Supplies,San Francisco,United States,DJ-134204,Denny Joy,0.0,US,1,2012-10-10 00:00:00.000,CA-2012-109736,Medium,OFF-PA-10004101,Xerox 1894,21.7728,7,West,36015,45,Corporate,2012-10-11 00:00:00.000,First Class,3.86,California,Paper,2012,North America,41
Office Supplies,San Francisco,United States,NB-186554,Nona Balk,0.0,US,1,2012-10-29 00:00:00.000,CA-2012-110289,High,OFF-PA-10002986,Xerox 1898,16.032,5,West,37621,33,Corporate,2012-11-02 00:00:00.000,Standard Class,2.04,California,Paper,2012,North America,44
Office Supplies,San Francisco,United States,GT-147104,Greg Tran,0.0,US,1,2013-02-19 00:00:00.000,CA-2013-106460,Critical,OFF-PA-10001736,Xerox 1880,33.3136,2,West,38834,71,Consumer,2013-02-22 00:00:00.000,Second Class,11.01,California,Paper,2013,North America,8
Office Supplies,San Francisco,United States,EB-139304,Eric Barreto,0.0,US,1,2013-05-19 00:00:00.000,CA-2013-122728,Medium,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),8.7906,3,West,32974,18,Consumer,2013-05-25 00:00:00.000,Standard Class,2.22,California,Paper,2013,North America,21
Office Supplies,San Francisco,United States,KC-162554,Karen Carlisle,0.0,US,1,2013-06-20 00:00:00.000,CA-2013-105760,Medium,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",8.0464,2,West,32237,17,Corporate,2013-06-21 00:00:00.000,First Class,1.14,California,Paper,2013,North America,25
Office Supplies,San Francisco,United States,RD-199004,Ruben Dartt,0.0,US,1,2013-06-24 00:00:00.000,CA-2013-140382,High,OFF-PA-10001019,Xerox 1884,9.3906,1,West,38227,20,Consumer,2013-06-26 00:00:00.000,Second Class,2.95,California,Paper,2013,North America,26
Office Supplies,San Francisco,United States,GM-146954,Greg Maxwell,0.0,US,1,2013-09-21 00:00:00.000,CA-2013-100244,High,OFF-PA-10001471,Strathmore Photo Frame Cards,30.2634,9,West,34707,66,Corporate,2013-09-25 00:00:00.000,Standard Class,8.25,California,Paper,2013,North America,38
Office Supplies,San Francisco,United States,GM-146954,Greg Maxwell,0.0,US,1,2013-09-21 00:00:00.000,CA-2013-100244,High,OFF-PA-10002319,Xerox 1944,37.9848,2,West,34710,78,Corporate,2013-09-25 00:00:00.000,Standard Class,4.43,California,Paper,2013,North America,38
Office Supplies,San Francisco,United States,DW-135854,Dorothy Wardle,0.0,US,1,2013-09-27 00:00:00.000,CA-2013-165820,High,OFF-PA-10004735,Xerox 1905,6.2208,2,West,37020,13,Corporate,2013-10-01 00:00:00.000,Standard Class,1.13,California,Paper,2013,North America,39
Office Supplies,San Francisco,United States,AS-102854,Alejandro Savely,0.0,US,1,2013-10-29 00:00:00.000,CA-2013-134775,High,OFF-PA-10004734,Southworth Structures Collection,25.48,7,West,31678,51,Corporate,2013-10-30 00:00:00.000,First Class,6.12,California,Paper,2013,North America,44
Office Supplies,San Francisco,United States,CC-124304,Chuck Clark,0.0,US,1,2013-11-11 00:00:00.000,CA-2013-163384,High,OFF-PA-10003172,Xerox 1996,15.552,5,West,32588,32,Home Office,2013-11-13 00:00:00.000,First Class,2.4,California,Paper,2013,North America,46
Office Supplies,San Francisco,United States,MK-181604,Mike Kennedy,0.0,US,1,2013-12-03 00:00:00.000,US-2013-108455,Medium,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),19.8254,7,West,32777,40,Consumer,2013-12-09 00:00:00.000,Standard Class,3.55,California,Paper,2013,North America,49
Office Supplies,San Francisco,United States,MK-181604,Mike Kennedy,0.0,US,1,2013-12-03 00:00:00.000,US-2013-108455,Medium,OFF-PA-10002262,Xerox 192,12.4416,4,West,32776,26,Consumer,2013-12-09 00:00:00.000,Standard Class,1.37,California,Paper,2013,North America,49
Office Supplies,San Francisco,United States,KT-164654,Kean Takahito,0.0,US,1,2013-12-05 00:00:00.000,CA-2013-112060,Medium,OFF-PA-10000994,Xerox 1915,50.328,1,West,37074,105,Consumer,2013-12-10 00:00:00.000,Standard Class,7.7,California,Paper,2013,North America,49
Office Supplies,San Francisco,United States,SP-206204,Stefania Perrino,0.0,US,1,2013-12-09 00:00:00.000,CA-2013-131289,Medium,OFF-PA-10003363,Xerox 204,21.7728,7,West,34776,45,Corporate,2013-12-15 00:00:00.000,Standard Class,1.97,California,Paper,2013,North America,50
Office Supplies,San Francisco,United States,SN-205604,Skye Norling,0.0,US,1,2014-02-07 00:00:00.000,CA-2014-154102,Medium,OFF-PA-10001593,Xerox 1947,13.455,5,West,38651,30,Home Office,2014-02-14 00:00:00.000,Standard Class,1.36,California,Paper,2014,North America,6
Office Supplies,San Francisco,United States,FC-142454,Frank Carlisle,0.0,US,1,2014-03-07 00:00:00.000,CA-2014-167640,Medium,OFF-PA-10001033,Xerox 1893,140.5957,7,West,37810,287,Home Office,2014-03-11 00:00:00.000,Standard Class,24.34,California,Paper,2014,North America,10
Office Supplies,San Francisco,United States,AH-101204,Adrian Hane,0.0,US,1,2014-04-09 00:00:00.000,CA-2014-150987,High,OFF-PA-10001878,Xerox 1891,114.9385,5,West,35947,245,Home Office,2014-04-13 00:00:00.000,Standard Class,25.05,California,Paper,2014,North America,15
Office Supplies,San Francisco,United States,AH-101204,Adrian Hane,0.0,US,1,2014-04-09 00:00:00.000,CA-2014-150987,High,OFF-PA-10002923,Xerox 1942,97.88,4,West,35948,196,Home Office,2014-04-13 00:00:00.000,Standard Class,34.03,California,Paper,2014,North America,15
Office Supplies,San Francisco,United States,AD-101804,Alan Dominguez,0.0,US,1,2014-05-01 00:00:00.000,US-2014-136784,Medium,OFF-PA-10000675,Xerox 1919,80.3404,4,West,36585,164,Home Office,2014-05-06 00:00:00.000,Standard Class,7.09,California,Paper,2014,North America,18
Office Supplies,San Francisco,United States,MK-181604,Mike Kennedy,0.0,US,1,2014-05-04 00:00:00.000,CA-2014-163209,Medium,OFF-PA-10001166,Xerox 2,12.4416,4,West,38905,26,Consumer,2014-05-08 00:00:00.000,Standard Class,1.57,California,Paper,2014,North America,19
Office Supplies,San Francisco,United States,LW-169904,Lindsay Williams,0.0,US,1,2014-05-05 00:00:00.000,CA-2014-162978,Medium,OFF-PA-10002250,Things To Do Today Pad,8.4528,3,West,32650,18,Corporate,2014-05-10 00:00:00.000,Standard Class,1.38,California,Paper,2014,North America,19
Office Supplies,San Francisco,United States,TS-216104,Troy Staebel,0.0,US,1,2014-06-17 00:00:00.000,CA-2014-105214,Medium,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",8.7138,2,West,33555,19,Consumer,2014-06-20 00:00:00.000,First Class,0.07,California,Paper,2014,North America,25
Office Supplies,San Francisco,United States,GA-145154,George Ashbrook,0.0,US,1,2014-06-20 00:00:00.000,CA-2014-138870,Medium,OFF-PA-10004438,Xerox 1907,11.5432,2,West,41152,25,Consumer,2014-06-24 00:00:00.000,Standard Class,1.36,California,Paper,2014,North America,25
Office Supplies,San Francisco,United States,SH-199754,Sally Hughsby,0.0,US,1,2014-09-19 00:00:00.000,CA-2014-106180,Medium,OFF-PA-10004327,Xerox 1911,68.976,3,West,31440,144,Corporate,2014-09-24 00:00:00.000,Standard Class,15.47,California,Paper,2014,North America,38
Office Supplies,San Francisco,United States,DB-136154,Doug Bickford,0.0,US,1,2014-09-22 00:00:00.000,CA-2014-133074,High,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",27.93,7,West,39820,56,Consumer,2014-09-26 00:00:00.000,Standard Class,3.28,California,Paper,2014,North America,39
Office Supplies,San Francisco,United States,NK-184904,Neil Knudson,0.0,US,1,2014-09-25 00:00:00.000,CA-2014-130148,Medium,OFF-PA-10000551,Array Memo Cubes,15.2292,6,West,40990,31,Home Office,2014-09-29 00:00:00.000,Second Class,3.36,California,Paper,2014,North America,39
Office Supplies,San Francisco,United States,RA-198854,Ruben Ausman,0.0,US,1,2014-09-27 00:00:00.000,US-2014-106145,Medium,OFF-PA-10002245,Xerox 1895,16.146,6,West,38825,36,Corporate,2014-09-27 00:00:00.000,Same Day,0.35,California,Paper,2014,North America,39
Office Supplies,San Francisco,United States,MP-181754,Mike Pelletier,0.0,US,1,2014-10-06 00:00:00.000,CA-2014-167661,High,OFF-PA-10002581,Xerox 1951,27.882,2,West,36132,62,Home Office,2014-10-11 00:00:00.000,Standard Class,8.2,California,Paper,2014,North America,41
Office Supplies,San Francisco,United States,JK-152054,Jamie Kunitz,0.0,US,1,2014-10-31 00:00:00.000,CA-2014-123491,Medium,OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",3.71,2,West,33005,7,Consumer,2014-11-06 00:00:00.000,Standard Class,0.84,California,Paper,2014,North America,44
Office Supplies,San Francisco,United States,PG-188954,Paul Gonzalez,0.0,US,1,2014-11-04 00:00:00.000,CA-2014-148320,Medium,OFF-PA-10003022,Xerox 1992,17.5812,6,West,36996,36,Consumer,2014-11-09 00:00:00.000,Standard Class,3.08,California,Paper,2014,North America,45
Office Supplies,San Francisco,United States,FM-142904,Frank Merwin,0.0,US,1,2014-11-07 00:00:00.000,US-2014-153948,Critical,OFF-PA-10000143,Astroparche Fine Business Paper,12.672,5,West,37201,26,Home Office,2014-11-07 00:00:00.000,Same Day,7.15,California,Paper,2014,North America,45
Office Supplies,San Francisco,United States,FM-142904,Frank Merwin,0.0,US,1,2014-11-07 00:00:00.000,US-2014-153948,Critical,OFF-PA-10002764,Staples,22.2264,4,West,37200,45,Home Office,2014-11-07 00:00:00.000,Same Day,9.4,California,Paper,2014,North America,45
Office Supplies,San Francisco,United States,FM-142904,Frank Merwin,0.0,US,1,2014-11-07 00:00:00.000,US-2014-153948,Critical,OFF-PA-10000157,Xerox 191,28.1718,3,West,37199,60,Home Office,2014-11-07 00:00:00.000,Same Day,16.0,California,Paper,2014,North America,45
Office Supplies,San Francisco,United States,PR-188804,Patrick Ryan,0.0,US,1,2014-11-25 00:00:00.000,CA-2014-162250,Medium,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",3.501,1,West,40419,8,Consumer,2014-11-25 00:00:00.000,Same Day,0.35,California,Paper,2014,North America,48
Office Supplies,San Francisco,United States,LW-169904,Lindsay Williams,0.0,US,1,2014-11-28 00:00:00.000,CA-2014-101245,Medium,OFF-PA-10003129,Tops White Computer Printout Paper,114.9385,5,West,33231,245,Corporate,2014-12-04 00:00:00.000,Standard Class,9.13,California,Paper,2014,North America,48
Office Supplies,San Francisco,United States,VW-217754,Victoria Wilson,0.0,US,1,2014-12-03 00:00:00.000,CA-2014-116715,High,OFF-PA-10004475,Xerox 1940,53.8608,2,West,33050,110,Corporate,2014-12-06 00:00:00.000,First Class,26.87,California,Paper,2014,North America,49
Office Supplies,San Francisco,United States,VW-217754,Victoria Wilson,0.0,US,1,2014-12-03 00:00:00.000,CA-2014-116715,High,OFF-PA-10003893,Xerox 1962,3.852,2,West,33051,9,Corporate,2014-12-06 00:00:00.000,First Class,1.46,California,Paper,2014,North America,49
Office Supplies,San Francisco,United States,TC-215354,Tracy Collins,0.0,US,1,2014-12-08 00:00:00.000,CA-2014-142328,Medium,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",25.02,6,West,41065,50,Home Office,2014-12-15 00:00:00.000,Standard Class,3.05,California,Paper,2014,North America,50
Office Supplies,San Francisco,United States,KH-165104,Keith Herrera,0.0,US,1,2014-12-09 00:00:00.000,CA-2014-117457,Medium,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",13.3035,5,West,31704,27,Consumer,2014-12-13 00:00:00.000,Standard Class,2.17,California,Paper,2014,North America,50
Office Supplies,San Francisco,United States,KH-165104,Keith Herrera,0.0,US,1,2014-12-09 00:00:00.000,CA-2014-117457,Medium,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",4.6464,1,West,31706,10,Consumer,2014-12-13 00:00:00.000,Standard Class,0.64,California,Paper,2014,North America,50
Office Supplies,San Francisco,United States,KH-165104,Keith Herrera,0.0,US,1,2014-12-09 00:00:00.000,CA-2014-117457,Medium,OFF-PA-10001970,Xerox 1908,27.4302,1,West,31708,56,Consumer,2014-12-13 00:00:00.000,Standard Class,4.74,California,Paper,2014,North America,50
Office Supplies,San Francisco,United States,DM-133454,Denise Monton,0.0,US,1,2014-12-09 00:00:00.000,CA-2014-108854,Low,OFF-PA-10003022,Standard Line “While You Were Out” Hardbound Telephone Message Book,40.4432,4,West,36704,88,Corporate,2014-12-15 00:00:00.000,Standard Class,2.27,California,Paper,2014,North America,50
Office Supplies,San Francisco,United States,EP-139154,Emily Phan,0.0,US,1,2014-12-14 00:00:00.000,CA-2014-122770,Medium,OFF-PA-10000232,Xerox 1975,6.3504,2,West,40981,13,Consumer,2014-12-19 00:00:00.000,Standard Class,0.85,California,Paper,2014,North America,51
Office Supplies,San Francisco,United States,EP-139154,Emily Phan,0.0,US,1,2014-12-14 00:00:00.000,CA-2014-122770,Medium,OFF-PA-10003172,Xerox 1996,18.6624,6,West,40979,39,Consumer,2014-12-19 00:00:00.000,Standard Class,3.8,California,Paper,2014,North America,51
Office Supplies,San Francisco,United States,LC-171404,Logan Currie,0.0,US,1,2014-12-18 00:00:00.000,CA-2014-133431,Medium,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",6.0858,3,West,31926,13,Consumer,2014-12-22 00:00:00.000,Standard Class,1.22,California,Paper,2014,North America,51
Office Supplies,San Diego,United States,EJ-137204,Ed Jacobs,0.0,US,1,2011-01-28 00:00:00.000,US-2011-117163,Medium,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,12.0252,4,West,35093,36,Consumer,2011-02-03 00:00:00.000,Standard Class,3.25,California,Art,2011,North America,5
Office Supplies,San Diego,United States,EJ-137204,Ed Jacobs,0.0,US,1,2011-01-28 00:00:00.000,US-2011-117163,Medium,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,14.3075,1,West,35091,57,Consumer,2011-02-03 00:00:00.000,Standard Class,4.0,California,Storage,2011,North America,5
Office Supplies,San Diego,United States,CD-127904,Cynthia Delaney,0.0,US,1,2011-02-03 00:00:00.000,CA-2011-139857,Medium,OFF-FA-10001843,Staples,5.8045,5,West,33000,12,Home Office,2011-02-07 00:00:00.000,Standard Class,0.29,California,Fasteners,2011,North America,6
Office Supplies,San Diego,United States,DB-132704,Deborah Brumfield,0.0,US,1,2011-02-05 00:00:00.000,CA-2011-107181,High,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",16.0928,4,West,32841,34,Home Office,2011-02-09 00:00:00.000,Standard Class,3.16,California,Paper,2011,North America,6
Office Supplies,San Diego,United States,BT-115304,Bradley Talbott,0.0,US,1,2011-05-21 00:00:00.000,CA-2011-104780,Medium,OFF-AR-10003514,4009 Highlighters by Sanford,10.5072,8,West,34375,32,Home Office,2011-05-25 00:00:00.000,Standard Class,3.17,California,Art,2011,North America,21
Office Supplies,San Diego,United States,MH-177854,Maya Herman,0.0,US,1,2011-05-27 00:00:00.000,CA-2011-124429,High,OFF-ST-10001809,Fellowes Officeware Wire Shelving,7.1864,4,West,32044,359,Corporate,2011-05-27 00:00:00.000,Same Day,92.1,California,Storage,2011,North America,22
Office Supplies,San Diego,United States,CC-121454,Charles Crestani,0.0,US,1,2011-07-20 00:00:00.000,CA-2011-141726,Medium,OFF-PA-10000418,Xerox 189,50.328,1,West,37265,105,Consumer,2011-07-22 00:00:00.000,First Class,22.92,California,Paper,2011,North America,30
Office Supplies,San Diego,United States,CC-121454,Charles Crestani,0.0,US,1,2011-07-20 00:00:00.000,CA-2011-141726,Medium,OFF-PA-10002230,Xerox 1897,9.7608,4,West,37267,20,Consumer,2011-07-22 00:00:00.000,First Class,3.15,California,Paper,2011,North America,30
Office Supplies,San Diego,United States,LR-169154,Lena Radford,0.0,US,1,2011-08-08 00:00:00.000,CA-2011-131450,Medium,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,22.0748,2,West,31891,76,Consumer,2011-08-15 00:00:00.000,Standard Class,6.7,California,Appliances,2011,North America,33
Office Supplies,San Diego,United States,ED-138854,Emily Ducich,0.0,US,1,2011-08-09 00:00:00.000,CA-2011-110527,Medium,OFF-LA-10000262,Avery 494,9.6048,8,West,33037,21,Home Office,2011-08-16 00:00:00.000,Standard Class,0.77,California,Labels,2011,North America,33
Office Supplies,San Diego,United States,HG-149654,Henry Goldwyn,0.0,US,1,2011-09-20 00:00:00.000,CA-2011-126480,Medium,OFF-PA-10004610,Xerox 1900,3.852,2,West,40252,9,Corporate,2011-09-24 00:00:00.000,Standard Class,0.63,California,Paper,2011,North America,39
Office Supplies,San Diego,United States,KF-162854,Karen Ferguson,0.0,US,1,2011-09-26 00:00:00.000,CA-2011-132451,Critical,OFF-PA-10004888,Xerox 217,9.3312,3,West,36766,19,Home Office,2011-09-27 00:00:00.000,First Class,5.1,California,Paper,2011,North America,40
Office Supplies,San Diego,United States,TH-211004,Thea Hendricks,0.0,US,1,2011-09-27 00:00:00.000,US-2011-133130,High,OFF-PA-10000675,Xerox 1919,40.1702,2,West,34610,82,Consumer,2011-10-01 00:00:00.000,Standard Class,5.09,California,Paper,2011,North America,40
Office Supplies,San Diego,United States,RD-199004,Ruben Dartt,0.0,US,1,2011-11-10 00:00:00.000,CA-2011-158372,Low,OFF-LA-10000407,Avery White Multi-Purpose Labels,18.3264,8,West,34504,40,Consumer,2011-11-16 00:00:00.000,Standard Class,3.37,California,Labels,2011,North America,46
Office Supplies,San Diego,United States,RD-199004,Ruben Dartt,0.0,US,1,2011-11-10 00:00:00.000,CA-2011-158372,Low,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",28.008,8,West,34502,62,Consumer,2011-11-16 00:00:00.000,Standard Class,4.44,California,Paper,2011,North America,46
Office Supplies,San Diego,United States,AS-100904,Adam Shillingsburg,0.0,US,1,2011-12-24 00:00:00.000,CA-2011-132913,High,OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,3.6322,1,West,40245,14,Consumer,2011-12-26 00:00:00.000,First Class,2.16,California,Appliances,2011,North America,52
